emp_no,first_name,last_name,birth_date
12223,Niteen,Koyama,1954-07-27
12230,Yuriy,Bellone,1952-02-08
12231,Nishit,Bharadwaj,1954-08-27
12235,Honesty,Haumacher,1954-06-05
12242,Satoru,Wolniewicz,1954-04-08
12247,Subbu,Penttonen,1952-03-26
12249,Eldridge,Sadowski,1952-09-20
12250,Kerhong,Aloia,1954-10-02
12254,Chaitali,Stafford,1953-04-04
12256,Guadalupe,Reghbati,1955-02-15
12258,Kankanahalli,Eiter,1955-01-06
12264,Mart,Pagter,1953-12-30
12269,Mohammed,Whitcomb,1952-06-22
12270,Shakhar,Kornyak,1953-08-10
12272,Behnaam,Grandbois,1955-10-16
12273,Jaideep,Uehara,1953-11-22
12274,Garnik,Papadias,1955-02-01
12276,Yongmin,Lenart,1955-05-03
12281,Hisao,Langford,1953-08-13
12282,Tadahiro,Delgrange,1952-02-02
12291,Masamitsu,Koyama,1953-12-28
12298,Tetsurou,Rodham,1954-03-03
12303,Godehard,Braccini,1952-08-20
12308,Mototsugu,Cronau,1952-02-17
12311,Susanne,Lubachevsky,1955-02-11
12312,Chenye,Velasco,1954-04-06
12316,Hyuncheol,Duclos,1953-12-30
12317,Weiyi,Crabtree,1952-05-23
12327,DAIDA,Bruckman,1952-05-21
12328,Atilio,Prampolini,1952-05-29
12335,Arnould,Genin,1952-11-25
12338,Kagan,Besselaar,1952-09-23
12339,Pranay,Czaja,1954-08-14
12341,Rasiah,Luga,1955-02-13
12343,Sorina,Slaats,1952-10-18
12345,Xuedong,Mellouli,1954-04-29
12351,Gennady,Zizka,1952-12-19
12355,Vidar,Hutton,1953-09-12
12364,Neelam,Cummings,1954-07-01
12365,Kamakshi,Bisiani,1954-01-21
12366,Patricio,Setlzner,1952-08-11
12368,Gor,Dechter,1955-10-07
12373,Mooi,Driscoll,1953-04-26
12379,Kazuhisa,Serna,1955-04-04
12380,Menkae,Farrow,1953-06-13
12381,Amalendu,Klerer,1953-04-13
12388,Arumugam,Hebert,1954-12-14
12394,Stevo,Reeken,1952-02-09
12395,Sanjit,Felder,1955-01-08
12399,Mihalis,Luga,1955-11-15
12407,Jianwen,Brodie,1952-10-12
12411,Shao,Ibel,1952-05-31
12413,Hugh,Gadepally,1955-06-17
12415,Uri,Sluis,1952-06-05
12417,Dannz,Spelt,1955-11-18
12421,Toshimi,Gulik,1955-03-15
12422,Berhard,Demos,1954-12-04
12426,Shahaf,Valtorta,1952-04-29
12427,Zissis,Daescu,1955-09-15
12434,Xumin,Bernardinello,1953-09-23
12438,Yongmao,Mondadori,1953-11-24
12450,Sanjeeva,Perng,1952-02-10
12451,Pramod,Marzano,1955-04-25
12452,Hiroyasu,Francisci,1953-10-04
12454,Kerryn,Farris,1954-08-21
12464,Shai,Milicic,1955-09-08
12466,Cullen,Nations,1953-07-30
12468,Ioana,Baezner,1952-05-05
12470,Khue,Hinsberger,1954-05-05
12475,Filipe,Roison,1953-03-30
12478,Yahiko,Hopewell,1954-10-23
12480,Tetsushi,Schade,1953-02-19
12482,Chandrasekaran,Rijckaert,1954-07-18
12487,Mona,Reghbati,1954-04-24
12488,Etsuo,Gerteisen,1954-11-09
12489,Arnould,Munck,1955-01-23
12490,Jackson,Muchinsky,1955-08-08
12492,Kristinn,Hammerschmidt,1953-07-13
12493,Filipp,Menhardt,1953-07-16
12497,Stein,Penz,1953-08-26
12499,Izaskun,Lamba,1955-09-22
12501,Morrie,Matheson,1954-11-22
12502,Danil,VanScheik,1952-07-22
12504,Adly,Rosaz,1953-01-04
12505,Barton,Goldhammer,1952-08-24
12506,Gay,Rodite,1955-07-13
12509,Rutger,Krzyzanowski,1954-05-20
12514,Tomofumi,Melter,1952-11-14
12515,Pranav,Wilharm,1952-05-22
12520,Goetz,Basart,1954-01-21
12522,Trygve,Zhang,1954-03-06
12523,Tonia,Casley,1954-09-26
12524,Tetsushi,Demeyer,1954-02-08
12528,Conor,Cincotta,1952-11-20
12534,Yongmao,Gerlach,1953-01-31
12537,Avishai,Gonthier,1955-11-23
12540,Poornachandra,Bresenham,1953-11-03
12541,Shih,Nanard,1952-04-22
12542,Kazuhide,Bouloucos,1954-07-26
12551,Jeane,Tzvieli,1954-03-15
12552,Mechthild,Zongker,1955-07-27
12553,Aral,Vesna,1954-05-08
12555,Spyrose,DuCasse,1953-06-24
12557,Stafford,Kopetz,1954-01-01
12558,Danco,Niizuma,1955-02-09
12563,Honesty,Ducloy,1953-07-03
12564,Remco,Nitsche,1955-10-03
12568,Marlo,Boyle,1954-02-24
12571,Abdelaziz,Candan,1952-04-16
12574,Mong,Gelosh,1954-09-02
12586,Oguz,Tasistro,1952-11-02
12588,Yagil,Kenevan,1954-12-29
12589,Anoosh,Chleq,1952-11-23
12590,Gita,Rosenbaum,1953-02-04
12596,Breannda,Roisin,1955-10-10
12597,Kazuhito,Petereit,1952-09-07
12601,Ghassan,Simkin,1955-08-16
12603,Utpal,Roison,1953-11-23
12608,Nectarios,Mondadori,1955-10-27
12612,Chandrasekaran,Thimonier,1954-01-09
12617,Shawna,Rusterholz,1953-05-07
12623,Raimond,Scharstein,1953-01-02
12626,Gill,Comyn,1954-07-16
12630,Sreekrishna,Falco,1954-04-23
12635,Xinyu,Restivo,1952-11-09
12636,Yuuichi,Debuse,1955-11-21
12637,Poorav,Karner,1955-06-03
12638,Yuqun,Seiwald,1954-11-09
12639,Zeljko,Schapire,1952-10-13
12642,Suebskul,Gips,1955-09-27
12644,Bernt,Jayawardene,1952-06-09
12645,Kyoichi,Decaestecker,1955-04-01
12651,Pragnesh,Bael,1952-07-24
12656,Seshu,Morton,1955-08-12
12662,Leucio,Alvarado,1952-08-02
12663,Nobuyoshi,Stellhorn,1954-10-31
12664,Zhonghua,Parveen,1952-05-01
12665,Amalendu,Lanphier,1954-03-09
12666,Stamatina,Prenel,1955-03-14
12670,Seongbae,Alameldin,1952-06-10
12672,Mayumi,Varman,1953-04-26
12678,Carrsten,Borovoy,1952-12-07
12680,Bader,Staudhammer,1954-09-15
12687,Weicheng,Badache,1954-12-06
12689,Luerbio,Boudaillier,1953-01-19
12691,Oddvar,Gils,1952-10-17
12694,Kazuhira,Luders,1954-12-19
12697,Uri,Brizzi,1955-06-25
12707,Gregory,Zastre,1953-07-22
12709,Ronghao,Botman,1955-08-09
12715,Honglan,Showalter,1955-12-31
12717,Tzu,Jiafu,1953-04-17
12721,Sajjan,Szilard,1954-03-04
12722,Elliott,Cheshire,1955-09-23
12725,Inderjeet,Flexer,1953-07-28
12726,Fumitake,Panwar,1954-03-27
12729,Nahla,Rahier,1954-05-18
12730,Barry,Perl,1953-07-01
12731,Yongmao,Waymire,1953-05-09
12732,Mara,Takanami,1952-09-27
12734,Gil,Frijda,1952-03-05
12746,Heekeun,Lunn,1953-10-11
12747,Salvador,Atrawala,1955-10-23
12748,Berry,Kakkar,1953-12-23
12753,Kazuhito,Syrotiuk,1952-12-22
12754,Ronnie,Tetzlaff,1955-06-11
12755,Rildo,Rodite,1955-02-20
12758,Hauke,Pashtan,1954-09-11
12759,LiMin,Kuszyk,1953-05-05
12761,Hitofumi,Schaad,1953-11-05
12768,Mingdong,Stiles,1953-05-18
12769,Abdelwaheb,Gluchowski,1955-05-11
12770,Maik,Benzaken,1955-01-17
12773,Jenwei,Lovengreen,1952-06-26
12774,Moon,Asrin,1952-12-30
12775,Mariangiola,Berendt,1952-10-21
12777,Sreenivas,Cichocki,1954-11-01
12785,Bouchung,Armand,1954-10-20
12786,Weiyi,Schusler,1953-01-28
12789,Sanjai,Felcyn,1955-03-20
12790,Gunilla,Perl,1953-02-05
12795,Masoud,Fordan,1952-05-06
12796,Saniya,Stanfel,1954-05-02
12798,Lillian,Beeson,1952-05-18
12799,Tiina,Businaro,1954-11-21
12803,Gad,Boissier,1952-05-12
12807,Gretta,Babb,1955-10-05
12810,Kristof,Staelin,1955-06-15
12814,Jaques,Kohling,1952-06-10
12815,Sushant,Junot,1955-03-25
12816,Freyja,Ramras,1952-10-15
12819,Mountaz,Gubsky,1953-07-30
12821,Arco,Gihr,1952-06-01
12825,Sakthirel,Cannata,1955-04-28
12828,Oksana,Camurati,1954-01-30
12829,Harngdar,Harbusch,1955-08-25
12831,Maris,Baja,1953-12-14
12840,Zhensheng,Ferretti,1952-12-20
12843,Yinlin,Heijenga,1955-12-17
12846,Krisda,Cyne,1954-10-24
12848,Kazuhide,Smeets,1953-01-17
12851,Kwangyoen,Ramsay,1953-08-08
12853,Mang,Brobst,1953-10-06
12855,Mabhin,Murrill,1953-10-24
12857,Alagu,Gils,1952-06-02
12863,Leif,Matheson,1954-08-02
12865,Katsuyuki,Rothe,1952-04-03
12868,Berthier,Nanard,1952-08-28
12869,Jacopo,Swiler,1952-05-11
12871,Shay,Zockler,1955-05-25
12872,Marl,Schmittgen,1953-02-18
12876,Apostol,Goodrum,1953-12-05
12879,Baruch,Eugenio,1955-09-07
12881,Huai,Yurek,1953-08-21
12885,Anwar,Collavizza,1952-12-25
12887,Hilari,DuBourdieux,1953-01-04
12888,Martien,Erni,1955-11-05
12889,Mayumi,Mukaidono,1952-05-02
12890,Neven,Casley,1955-10-05
12893,Licheng,Crouzet,1954-10-09
12895,Roddy,Serot,1952-04-28
12899,Chinho,Sethi,1954-07-13
12905,Munehiro,Gecsei,1955-01-24
12910,Uno,Casley,1955-01-27
12915,Arco,Ligten,1955-08-17
12922,Jacqueline,Porenta,1955-09-01
12923,Chaosheng,Journel,1953-09-05
12926,Heekeun,Luby,1952-04-24
12934,Adil,Solares,1953-06-21
12936,Reinhold,Farrow,1955-11-13
12937,Arup,Cincotta,1953-03-17
12940,Odinaldo,Farrar,1953-10-25
12941,Tommaso,Perelgut,1954-07-29
12944,Alselm,Benzmuller,1955-07-07
12949,Geoff,Asrin,1955-02-24
12951,Mohammad,Keirsey,1954-06-15
12960,Tayeb,Navazio,1955-07-20
12962,Paraskevi,Beerel,1952-10-26
12969,Mohan,Angot,1955-03-27
12972,Juyoung,Azevdeo,1952-10-16
12974,Gift,Frolund,1953-08-13
12977,Byong,Markovitch,1954-11-29
12981,Maren,Merro,1953-10-02
12982,Sachem,Aamodt,1952-12-08
12983,Elliott,Hambrick,1954-04-07
12984,Atilio,Krohm,1954-02-19
12986,Khun,Hennebert,1952-03-08
12987,Youngkon,Kading,1953-10-08
13000,Adhemar,Chiodo,1955-01-31
13002,Henk,Muhlberg,1954-12-08
13004,Fan,Beznosov,1952-12-13
13008,Jayesh,Zaumen,1955-12-23
13011,Aamer,Glowinski,1955-02-25
13012,Florina,Harbusch,1952-02-12
13013,Heekeun,Baak,1952-10-17
13027,Paraskevi,Kohling,1955-03-13
13030,Yahiko,Kroll,1955-02-12
13034,Arunas,Rosen,1955-02-21
13046,Vivian,Stafford,1953-03-09
13047,Atilio,Chelton,1953-04-24
13048,Kerhong,Massonet,1952-07-17
13049,Fan,Naudin,1955-08-28
13052,Aleksandar,Schlenzig,1952-09-26
13054,Samphel,Masamoto,1952-03-24
13062,Xinglin,Baak,1953-11-10
13065,Zine,Schiper,1955-07-27
13067,Wayne,Kornyak,1955-08-01
13073,Utpal,Journel,1954-05-29
13075,Rosella,Morrin,1955-05-24
13076,Deniz,Skafidas,1954-03-09
13084,Domenico,Pagter,1953-01-05
13086,Dzung,Domenig,1953-06-10
13087,Gor,Ranft,1953-04-23
13093,Sajjan,Unno,1953-08-12
13095,Khedija,Cochrane,1952-02-13
13096,Ibibia,Armand,1953-01-03
13103,Srinidhi,Ellozy,1952-05-09
13108,Rance,Matteis,1955-10-16
13110,Maria,Kamble,1953-09-29
13113,Kwun,Landherr,1953-08-05
13124,Quingbo,Garnick,1955-11-06
13126,Parviz,Hennebert,1953-05-03
13133,Guther,Senzako,1955-06-21
13134,Lorien,Chepyzhov,1955-06-25
13140,Shuji,Vidal,1955-07-03
13143,Qingxiang,Ventosa,1953-10-06
13144,Persi,Nollmann,1952-07-11
13146,Haldon,Erie,1953-11-01
13147,Shichao,Ginesta,1955-12-28
13149,Alejandro,Gill,1954-09-28
13150,Mahmut,Stavenow,1953-06-28
13156,Akeel,Millington,1952-04-19
13159,Jingling,Ranst,1954-09-22
13161,Manu,Picci,1955-05-04
13165,Lucian,Benner,1954-09-09
13168,Munir,Stentiford,1954-06-10
13170,Cheong,Bernardeschi,1955-10-25
13171,Anoosh,Birnbaum,1954-12-29
13173,Arve,Horswill,1953-04-20
13175,Yucai,Swick,1955-10-23
13179,Moty,Janocha,1955-09-09
13182,Kokou,Rodite,1954-02-25
13186,Kyoichi,Barbanera,1955-06-19
13189,Yuuichi,Bazzichi,1955-11-29
13192,Rosita,Flowers,1953-01-28
13197,Rosita,Litzler,1954-07-08
13200,Weidon,Pauthner,1952-05-24
13202,Aram,Scharstein,1953-05-10
13203,Phule,Emmart,1953-09-08
13204,Mircea,Pellegrinelli,1954-07-25
13206,Tetsurou,Rullman,1954-04-07
13210,Jianhua,Klassen,1953-06-19
13213,Hein,Billawala,1954-12-29
13216,Stabislas,Weedman,1952-10-16
13221,Premsyl,Famili,1955-05-17
13227,Goncalo,Pell,1952-07-15
13232,Mitchel,Fujisaki,1955-01-29
13233,Alselm,Chvatal,1954-08-11
13235,Taizo,Remmers,1955-03-09
13238,Ebru,Foote,1953-02-23
13240,King,Pileggi,1955-02-14
13243,Fay,Huxford,1953-12-23
13246,Adil,Siepmann,1952-06-09
13248,Keiichiro,Guting,1954-07-10
13249,Oldrich,Rissland,1952-04-14
13250,Zeydy,Schusler,1954-02-20
13252,Morris,Kavvadias,1955-04-11
13260,JoAnna,McDermid,1954-08-02
13261,Martial,Peternell,1952-07-19
13263,Subhash,Zockler,1955-03-18
13272,Arun,Jiang,1953-10-11
13276,Yechiam,Seuren,1955-05-07
13282,Cordelia,Macedo,1954-06-12
13288,Muneo,Broomell,1952-08-24
13290,Stamatina,Karner,1955-06-01
13291,Georg,Stamatiou,1952-04-29
13294,Haldun,Stroustrup,1954-12-29
13299,Guiseppe,Butner,1953-12-07
13302,Mack,Alencar,1954-06-21
13303,Koldo,Rissanen,1952-06-20
13305,Bikash,Herath,1952-04-25
13309,Toshimori,Lipner,1954-11-13
13312,Filipp,Schurmann,1953-11-11
13315,Sakthirel,Stroustrup,1955-09-08
13320,Gino,Bahr,1954-08-04
13321,Rasikan,Portugali,1954-11-17
13329,Ottavia,Rissland,1955-08-13
13332,Nidapan,Pearson,1954-12-02
13333,Yoshinari,Hennebert,1953-07-17
13341,Bodh,Doering,1953-06-02
13342,Georgy,Doering,1955-04-03
13343,Heon,Usery,1952-04-06
13346,Francoise,Zastre,1954-07-16
13347,Lein,Sifakis,1953-03-01
13349,Zeydy,Danner,1954-01-21
13357,Mabry,Llado,1953-08-19
13359,Pragnesh,Kragelund,1954-11-16
13361,Wilmer,Baek,1955-10-01
13368,Kiyokazu,Klassen,1953-12-29
13371,Nakhoon,Riexinger,1954-01-23
13373,Juichirou,Naumovich,1954-09-08
13374,Atreye,Kalefeld,1954-05-16
13378,Rafols,Zhiwei,1952-09-18
13379,Kinh,Engelmann,1953-08-26
13385,Claudi,Buchter,1954-11-15
13386,Khosrow,Sgarro,1952-04-27
13388,Shuji,Cesareni,1954-03-19
13389,Divine,Cmelik,1954-04-26
13390,Nathan,Hutton,1954-06-18
13392,Fumitake,Beidas,1953-04-05
13394,Anneke,Lorys,1953-12-17
13396,Chuanyi,Aumann,1952-05-19
13402,Augustine,Dulli,1955-05-15
13405,Randy,Baba,1954-01-19
13407,Gio,Chenoweth,1954-01-09
13408,Sreekrishna,Lagarias,1954-12-27
13412,Ranga,Erdmenger,1952-03-13
13415,Nathalie,Speer,1955-06-23
13416,Fox,Billawala,1955-12-15
13417,Dipayan,Condotta,1953-05-20
13422,Vishwani,Gerlach,1952-08-20
13427,Sreekrishna,Narwekar,1955-03-13
13436,Mana,Picaronny,1952-09-16
13439,Domenick,Ullian,1954-05-14
13442,Giordano,Miake,1953-03-14
13443,Mayuko,Puppo,1954-07-22
13445,Renee,Dehkordi,1954-12-22
13446,Masato,Tramer,1955-02-05
13451,Gretta,Weiland,1952-03-21
13453,Sugwoo,Lalonde,1955-11-30
13456,Uzi,Erol,1955-06-26
13457,Shooichi,Parfitt,1955-06-27
13458,Feipei,Nivat,1954-12-21
13460,Yinghua,Gips,1955-05-13
13463,Theron,Berstel,1954-08-29
13465,Sasan,Rehfuss,1953-11-01
13467,Zhigen,Katzenelson,1954-11-15
13472,Dzung,Larfeldt,1954-07-18
13475,Kamakshi,Piancastelli,1952-07-31
13479,Youjian,Besselaar,1955-06-24
13493,Uinam,Jullig,1954-09-08
13500,Irene,Erol,1954-01-10
13504,Parto,Mandell,1954-01-09
13505,Chandrasekaran,Hambrick,1954-12-11
13520,Takahiro,Mahnke,1952-09-17
13521,Jaewoo,Tasistro,1955-07-28
13522,Jaewon,Vingron,1952-11-20
13523,Dines,Karunanithi,1952-03-06
13524,Chaoyi,Porotnikoff,1955-11-06
13535,Arunas,Schlenzig,1954-12-25
13539,Cedric,Bala,1954-11-23
13540,Cordelia,Krohn,1953-11-09
13544,Beshir,Sullins,1955-11-10
13546,Aimee,Brookner,1955-02-22
13549,Matk,Koprowski,1952-05-02
13552,Ingmar,Capobianchi,1955-03-23
13554,Divine,Birke,1955-11-02
13560,Sibyl,Jeong,1952-04-15
13567,Sudhanshu,Pietracaprina,1954-01-26
13571,Eben,Passino,1953-11-25
13575,Kazuhiko,Hettesheimer,1954-02-17
13576,Jungsoon,Engberts,1954-08-05
13578,Tadahiko,Christianini,1953-09-26
13586,Abdelwaheb,Klassen,1955-10-09
13591,Jinxi,Poulakidas,1953-01-23
13596,Georg,Marletta,1952-05-02
13598,Subhrajyoti,Barvinok,1955-07-22
13600,Baocai,Babu,1955-02-25
13605,Dmitry,Encarnacion,1953-08-02
13612,Shao,Mansanne,1954-03-01
13617,Prodip,Fioravanti,1955-08-12
13621,Fei,Haddadi,1954-02-28
13622,Tamiya,Juneja,1954-01-02
13624,Zhigen,Yurek,1952-12-15
13629,Dzung,Trelles,1954-09-13
13630,Uzi,Kilgour,1952-11-25
13642,Inderjeet,Luit,1954-03-07
13643,Geoff,Chenney,1954-10-20
13648,Zejun,Lamba,1954-03-28
13651,Stamatina,Plesums,1955-10-09
13653,Kristen,Iivonen,1955-01-01
13660,Ziya,McConalogue,1955-12-18
13662,Tianruo,Zucker,1952-04-13
13670,Moti,Takanami,1953-05-06
13673,Kish,Levasseur,1953-12-15
13680,Denny,Speer,1953-08-08
13683,Zhilian,Vakili,1954-09-15
13684,Elvia,Christ,1955-05-03
13685,Weicheng,Hockney,1954-05-02
13693,Godehard,Merkl,1955-03-13
13697,Shuichi,Weedon,1953-04-07
13698,Domenico,Mitchem,1954-01-11
13704,Vishu,Kumaresan,1955-05-26
13708,Taizo,Bolsens,1953-02-08
13713,Nitsan,Porenta,1952-06-14
13719,Hugh,Porotnikoff,1954-06-22
13721,Sugwoo,Delgrossi,1952-07-01
13727,Vitali,Merey,1952-08-13
13730,Munehiro,Kalorkoti,1954-06-28
13738,Bangqing,Mitchem,1953-02-05
13744,Hisao,Quittner,1954-05-09
13745,Ung,Camurati,1954-04-22
13747,Masaru,Capobianchi,1955-05-11
13758,Subhrajyoti,Sidou,1953-08-28
13762,Fumino,Choobineh,1953-10-24
13766,Tremaine,Heemskerk,1952-05-03
13768,Sedat,Lovengreen,1953-08-13
13769,Yakichi,Trogemann,1955-10-07
13772,Khalil,Klyachko,1954-01-31
13775,Arve,Maierhofer,1955-06-30
13776,Marjo,Brookner,1953-03-16
13786,Takushi,Berendt,1952-02-27
13787,Xiaobin,Sinicrope,1952-08-10
13788,Takahira,Furedi,1955-05-26
13792,Valery,Sury,1953-05-06
13795,Mayuri,Gewali,1954-02-06
13796,Paloma,Thorelli,1953-07-02
13797,Juyoung,Leonhardt,1955-10-03
13798,Khosrow,Tischendorf,1955-10-23
13799,Chriss,Backhouse,1952-06-03
13800,Nikolaus,Gammage,1952-02-25
13801,Shih,Mayerwieser,1952-05-27
13807,Lenore,Itzigehl,1955-09-10
13809,Kiyotoshi,Basagni,1953-07-05
13811,Kien,Azadmanesh,1955-06-19
13815,Guadalupe,Plotkin,1953-04-19
13825,Arlette,Pell,1955-06-12
13831,Yinghua,Rikino,1953-08-14
13832,Hidefumi,Siepmann,1954-04-21
13838,Giao,Stellhorn,1955-02-12
13840,Remco,Demke,1954-11-13
13841,Christophe,Spinelli,1952-12-10
13842,Juichirou,Cichocki,1954-01-21
13846,Guiseppe,Welham,1952-08-01
13847,Dhritiman,Gulik,1954-02-16
13853,Mingsen,Roohalamini,1952-03-10
13856,Xiping,Conta,1952-10-12
13857,Mostafa,Ferriere,1955-02-15
13859,Anoosh,Fujisawa,1952-08-01
13861,Parke,Serna,1955-10-23
13863,Reinhard,Baig,1954-10-31
13870,Theirry,Kirkerud,1952-04-25
13875,Genta,Manders,1954-04-08
13883,Kwangyoen,Barreiro,1954-04-04
13884,Kensei,Swift,1953-05-03
13888,Xuedong,Reghbati,1952-10-15
13894,Ult,Schonegge,1952-11-15
13897,JoAnna,Hardjono,1953-04-13
13899,Mostafa,Crouzet,1954-12-24
13902,Greger,Kilgore,1954-04-20
13904,Youngkon,Cairo,1954-02-19
13909,Szabolcs,Leslie,1954-11-20
13911,Fen,Jansen,1954-10-16
13913,Xinan,Yoshizawa,1952-03-16
13914,Serge,Albarhamtoshy,1955-05-03
13916,Vidya,Wynblatt,1952-04-25
13919,Brewster,Sinicrope,1952-04-22
13922,Jinpo,Langford,1953-03-29
13924,Mary,DasSarma,1955-05-23
13928,Mahmut,Nitta,1954-01-15
13930,Sukumar,Chartres,1952-04-28
13934,Shiv,Bratsberg,1953-11-20
13936,Tsz,Hambrick,1954-09-07
13942,Elzbieta,Esteva,1953-04-17
13943,Maya,Plump,1954-05-25
13944,Takahito,Maierhofer,1952-02-02
13946,Atilio,Sgarro,1953-12-31
13948,Xiaocheng,Hanratty,1955-09-12
13951,Mooi,Genther,1953-01-28
13960,Nechama,Hettesheimer,1953-01-03
13962,Maris,Ghelli,1955-11-14
13966,Boguslaw,Cooman,1954-01-03
13969,Jianwen,Chandrasekhar,1953-06-06
13972,Seongbin,Walston,1952-09-23
13979,Turgut,Highland,1953-08-27
13986,Geraldo,Ramsey,1952-02-16
13987,Huican,Fujisaki,1954-08-30
13990,Deborah,Schapiro,1952-03-07
13992,Ulises,Kenevan,1955-09-27
13993,Troy,Marciano,1953-11-30
13994,Tesuro,Remmele,1953-01-29
13996,Adib,Pews,1952-03-05
13999,Florian,Crouzet,1952-11-25
14001,Mohammad,Wynblatt,1954-01-27
14005,Vojin,Stellhorn,1955-04-08
14011,Katsuo,Peris,1952-11-26
14012,Yishai,Hanratty,1952-06-10
14015,Manibrata,Picaronny,1952-06-21
14024,Naftali,Lukaszewicz,1954-02-22
14030,Guadalupe,Hiroyama,1954-02-16
14031,Joydip,Bashian,1955-07-17
14034,Aloys,Seghrouchni,1952-05-07
14038,Tokuyasu,Plesums,1953-11-28
14039,Ugo,Butterworth,1954-03-30
14041,Shan,DeMori,1954-05-09
14045,Ymte,Alpin,1953-06-28
14049,Becky,Pelz,1955-01-04
14051,Constantijn,Sullins,1952-12-01
14058,Huai,Kobara,1952-12-11
14066,Gennadi,Marrakchi,1952-11-07
14067,Godehard,Trachtenberg,1955-04-03
14074,Toshimori,Wendorf,1955-11-10
14076,Erzsebet,Bratsberg,1954-02-08
14077,Wojceich,Standera,1955-01-01
14084,Deniz,Halloran,1954-04-25
14086,Willard,Syrotiuk,1953-09-30
14088,Mori,Leslie,1953-06-03
14093,Atreye,Ritzmann,1952-04-07
14102,Feixiong,Jording,1955-05-11
14105,Ramachenga,Orlowski,1954-04-01
14107,Xiahua,Rindone,1953-01-05
14109,Vesna,Haldar,1954-08-28
14111,Leszek,Cummings,1955-03-27
14112,Younwoo,McDermid,1955-09-22
14113,Along,Herber,1955-07-06
14118,Kasturi,Anido,1953-03-09
14122,Masato,Erde,1953-08-17
14128,Mountaz,Munck,1955-07-01
14130,Yuuichi,Stroustrup,1952-11-25
14139,Sachin,Conry,1955-03-06
14140,Kiam,Ramamoorthy,1955-12-23
14146,Hauke,Sidou,1955-03-08
14147,Sasan,Rande,1953-10-19
14148,Jungsoon,Hartvigsen,1953-05-13
14150,Yuqun,Akiyama,1953-02-14
14159,Theron,Marrakchi,1953-11-12
14165,Aloke,Cunliffe,1953-02-21
14167,Adas,Hertweck,1953-08-11
14168,Jiann,Denis,1955-06-04
14172,Vasilis,Nitsch,1952-12-10
14182,Abdulla,Encarnacion,1955-05-22
14191,Jiann,Luby,1952-09-07
14197,Adin,Chachaty,1955-08-25
14199,Tomoyuki,Peek,1954-06-28
14200,Masali,Sankaranarayanan,1952-04-23
14209,Masanao,Kusakabe,1955-10-24
14214,True,Swen,1955-10-03
14217,Nimmagadda,Calkin,1955-06-23
14220,Tomofumi,Pargas,1952-05-01
14224,Guther,Conta,1952-02-24
14232,Masali,Bojadziev,1954-09-19
14233,Zijian,Blokdijk,1954-12-18
14234,Alair,Servi,1953-11-21
14236,Xuedong,Angiulli,1952-06-14
14237,Abdulla,Gerlach,1954-10-17
14241,Zhonghui,Ranze,1954-03-23
14242,Sudhanshu,Benaini,1955-03-14
14244,Mahmut,Mullainathan,1955-08-19
14245,Boalin,Byoun,1955-02-09
14246,Subhada,Piazza,1955-10-09
14248,Mark,Alblas,1955-10-13
14251,Ingemar,Werthner,1954-11-05
14252,Weiyi,Fargier,1952-07-15
14253,Mart,Mattern,1954-01-17
14254,Chikara,Narahara,1953-10-07
14256,Gino,Ferriere,1952-09-05
14257,Kwok,Massonet,1952-05-07
14259,Aleksandar,Kisuki,1953-07-13
14273,Atreye,Benveniste,1954-09-12
14275,Tristan,Aseltine,1953-08-29
14277,Xiong,Gente,1953-11-28
14279,Nevin,Schaaf,1955-02-27
14281,Hidekazu,Stavenow,1952-03-17
14285,Deborah,Peck,1953-11-14
14287,Masali,Highland,1955-11-29
14289,Paraskevi,Gist,1955-02-11
14290,Miyeon,Olivero,1955-01-21
14292,Susanna,Vigier,1953-08-21
14293,Qunsheng,Middleton,1955-02-10
14298,Chriss,Granlund,1953-10-02
14302,Rosita,Comellas,1955-10-17
14310,Marlo,Leuchs,1953-06-07
14320,Sreenivas,Schaar,1953-06-17
14321,Shugo,Falby,1953-07-20
14322,Shem,Kakkad,1952-08-14
14323,Golgen,Leslie,1952-05-31
14326,Iara,Speckmann,1955-09-07
14327,Jianwen,Leaver,1954-12-17
14329,Nikolaus,Bakhtari,1954-03-05
14330,Felicidad,Brizzi,1955-02-26
14331,Susumu,Plessier,1952-10-15
14332,Wilmer,Nitto,1953-02-17
14335,Mark,Fraisse,1955-09-16
14340,Vitaly,Wixon,1955-01-03
14342,Hairong,Iacovou,1952-11-19
14344,Otilia,Buescher,1955-02-10
14345,Barry,Ramsey,1954-08-26
14354,Mong,Bojadziev,1954-05-30
14359,Henk,Leslie,1955-01-26
14360,Janche,Erbe,1955-05-25
14364,Remzi,Lund,1952-08-03
14369,Hiroyasu,Cardazo,1953-05-22
14370,Heon,Perl,1952-06-06
14372,Saniya,Srimani,1952-04-15
14380,Shigeu,Heemskerk,1952-05-30
14382,Zhigen,Sichman,1954-10-08
14384,Tomofumi,Holburn,1954-04-30
14385,Chanjung,Vendrig,1954-11-21
14388,Arch,Remmers,1952-12-28
14394,Kinh,Zaumen,1954-01-18
14395,Berni,Brizzi,1952-03-28
14398,Kristinn,Parascandalo,1953-05-14
14406,Tsutomu,Tanemo,1954-03-03
14411,Hiroyasu,Validov,1952-05-14
14418,Chriss,Kadhim,1954-07-02
14422,Toshimo,Gadepally,1953-10-09
14424,Chikako,Isard,1954-08-31
14434,Elvis,Maginnis,1954-07-08
